title,price,layout,mount,hall_effect,hotswap,case_material,backlight,connectivity,screen,knob
Skyloong GK61 Classic,$63,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK61 Coral Sea,$65,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK61 DOLCH,$63,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK61 DRUM,$69,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK61 Geek,$139,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK61 Lite,$89,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK61 PC,$139,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK61 Pro,$69,"60%,",n/a,no,yes,Alu case,yes,"Wireless,",no,yes
Skyloong GK61 Pro Split Spacebar,$69,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Skyloong GK61 Rosewood,$109,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK61 Titannium,$139,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK68,$69,"68%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK68 Classic,$68,"68%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK68 Coral Sea,$70,"68%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK68 DOLCH,$68,"68%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK68 Lite,$109,"68%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK68 Solar System,$70,"68%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK75,$60,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Skyloong GK75 BluePink,$59,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK75 Dual Memphis,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK75 Fairytale,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,yes
Skyloong GK75 GreyWhite,$59,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK75 JIUWEI,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK75 Jellyfish,$85,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK75 Miami Night,$69,"75%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,yes
Skyloong GK75 Rainbow,$85,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK75 TALE,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK75 TiGrey,$59,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK84,$79,"84%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK84 Classic,$73,"84%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK84 DOLCH,$73,"84%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK84 DRUM Geek,$119,"84%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK84 DRUM PC,$119,"84%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK84 DRUM Titanium,$119,"84%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK84 Lite,$125,"84%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK87,$78,"87%,",Top Mount,no,yes,n/a,yes,"Wired,",no,yes
Skyloong GK87 Pro,$99,"87%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Skyloong GK87 Pro Christmas Combo Christmas Gift,$227,"87%,",n/a,no,yes,Alu case,yes,"Wireless,",yes,yes
Skyloong GK87 Pro Lite,$99,"87%,",n/a,no,yes,n/a,no,"Wireless,",yes,yes
Skyloong GK87 Pro Spartan,$138,"87%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Skyloong GK96,$89,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK96 Classic,$78,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK96 DOLCH,$78,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Skyloong GK96 DRUM Geek,$127,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK96 DRUM Titanium,$127,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK96 Lite,$79,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Skyloong GK98,$85,"98%,",Gasket Mount,no,yes,n/a,no,"Wired,",no,yes
Skyloong GK980,$85,"98%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Skyloong GK980 1800 Compact,$99,"98%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Skyloong GK980 1800 Fairy Tale,$115,"98%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,yes
Skyloong GK980 4,$179,"98%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Skyloong GK980 BluePink,$69,"98%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Skyloong GK980 Dual Memphis,$99,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK980 GreyWhite,$69,"98%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Skyloong GK980 JIUWEI,$99,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK980 Jellyfish,$95,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK980 Miami Night,$79,"98%,",n/a,no,yes,n/a,yes,"Wired,",no,yes
Skyloong GK980 Rainbow,$95,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK980 TALE,$99,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Skyloong GK980 TiGrey,$69,"98%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Skyloong Gk104 Pro Double,$109,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Skyloong Macaron,$95,"60%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Skyloong SK96 Coral Sea,$59,"96%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Sp-star D82 Pro,$189,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Steelseries Apex Pro Mini Compact,$469,"60%,",n/a,no,no,n/a,yes,"Wireless,",no,no
Sunkey Sun68,$399,"68%,",Gasket Mount,no,yes,"Alu case,",no,n/a,no,no
Swagkeys Transition Lite,$55,"80%,",Gasket Mount,no,yes,n/a,no,"Wired,",no,no
Tech Bear Studio TB65F,$175,"65%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,no
Tex Shinobi,$139,n/a,Plate Mount,no,yes,n/a,no,"Wired,",no,no
Tex Shura,$129,"65%,",Plate Mount,no,yes,n/a,no,n/a,no,no
Thunderobot K96,$69,"96%,",n/a,no,no,n/a,no,"Wireless,",no,yes
Titan Nation HM66,$160,n/a,n/a,yes,no,Alu case,yes,"Wired,",no,no
Titan Nation IPOK NA87 Pro,$71,n/a,n/a,yes,yes,n/a,yes,"Wired,",no,no
Titan Nation MADLIONS Fire68/fire68 Ultra Game,$71,"68%,",n/a,yes,no,Alu case,no,n/a,no,no
Titan Nation MADLIONS MAD60HE/MAD68HE Game machinery,$45,"60%,",n/a,yes,no,n/a,yes,"Wired,",no,no
Titan Nation MADLIONS MAD68 Pro,$62,n/a,n/a,yes,no,Alu case,yes,n/a,no,no
Titan Nation NANO68 Pro,$76,n/a,n/a,yes,no,n/a,yes,"Wired,",no,no
Titan Nation TITAN60 shell,$134,"60%,",n/a,no,no,Alu case,no,n/a,no,no
Titan Nation TITAN68HE,$267,n/a,n/a,yes,no,Alu case,no,n/a,no,no
Typone Mars Pro Shooting Star,$112,"80%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
UGREEN Fun KU101,$79,"75%,",n/a,no,no,n/a,no,"Wireless,",no,no
VALKYRIE VK MAG 75 8Khz,$69,"75%,",n/a,yes,yes,n/a,yes,"Wired,",no,no
VALKYRIE VK75,$69,"75%,",Gasket Mount,no,no,n/a,yes,n/a,yes,no
VALKYRIE VK87 Zhao Yun,$89,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
VALKYRIE VK99,$99,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
VTER ATO87,$59,"80%,",n/a,yes,no,Alu case,yes,"Wired,",no,no
VTER Fighting68,$52,"65%,",n/a,yes,yes,Alu case,yes,"Wired,",no,no
VTER Galaxy100,$99,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
VTER Galaxy80 Pro,$99,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
VTER JEET65,$89,"65%,",Top Mount,yes,yes,"Alu case,",yes,"Wireless,",no,no
VTER K75,$84,"75%,",n/a,no,yes,n/a,yes,"Wireless,",yes,yes
Varmilo,$135,"100%,",Bottom Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo APT108 Beijing Opera,$170,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT108 Chang'e,$200,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT108 Dreams,$160,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT108 Moonlight,$165,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT108 Panda R2,$170,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT108 Sea Melody,$165,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT108 Yakumo,$165,"100%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT87 Beijing Opera,$160,"80%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT87 Dreams,$145,"80%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT87 Moonlight,$140,"80%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT87 Panda R2,$150,"80%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo APT87 Yakumo,$145,"80%,",Plate Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo Aurora,$155,"100%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Beijing Opera,$150,"100%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo CMYK,$89,"80%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo CMYK V2,$155,"100%,",n/a,no,no,n/a,no,"Wired,",no,no
Varmilo Chang'e,$163,"100%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Chang'e Prestige,$241,"100%,",n/a,no,yes,n/a,no,n/a,no,no
Varmilo Cliff Bot Awake,$135,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Cliff Bot Lie,$135,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Crane of Lure,$182,"100%,",n/a,no,no,n/a,no,"Wireless,",no,no
Varmilo Glintstone Minilo VXT67,$104,"65%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Goddess LuoShen VA100,$189,"100%,",PCB Mount,no,yes,PCB Mount,yes,"Wireless,",no,no
Varmilo Hygge VA80,$159,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Koi,$159,"100%,",n/a,no,no,n/a,no,"Wired,",no,no
Varmilo Lure Series Awake,$159,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Lure Series Crane,$169,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Lure Series Lie,$159,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo MA Series V2 Aurora,$145,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo MA Series V2 Beijing Opera,$135,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 CMYK,$124,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Dreams,$129,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo MA Series V2 Koi,$147,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Love Birds Yang I,$149,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Love Birds Yuan You,$149,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Moonlight,$124,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Panda R2,$129,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo MA Series V2 Sakura R1,$124,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Sakura Round 2,$124,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Sea Melody,$129,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Summit R2,$143,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Warrior Soar,$163,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA Series V2 Yakumo,$149,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA21M Koi Numpad,$47,n/a,Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo MA21M Panda R2 Numpad,$44,n/a,Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo MA87M Love Birds I,$139,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo MA87M Love Birds You,$127,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo MA87M Summit R2,$123,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo MIYA Pro Beijing Opera,$139,"65%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Minilo,$90,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Varmilo Minilo Mendozae,$139,"65%,",n/a,no,yes,n/a,no,"Wireless,",no,no
Varmilo Minilo Morandi,$129,"65%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo VXB67 Eucalyptus,$101,"65%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Minilo VXB67 Mendozae,$95,"65%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Minilo VXB81 Bluebell,$139,"75%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Minilo VXB81 Eucalyptus,$119,"75%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Minilo VXB81 Mendozae,$109,"75%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Minilo VXH67 Eucalyptus,$92,"65%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo Minilo VXH67 Mendozae,$87,"65%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo Minilo VXH81 Eucalyptus,$109,"75%,",Plate Mount,no,yes,n/a,no,n/a,no,no
Varmilo Minilo VXH81 Mendozae,$109,"75%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Varmilo Minilo VXH81 Retro,$89,"75%,",Plate Mount,no,yes,n/a,no,n/a,no,no
Varmilo Minilo VXT67 Eucalyptus,$94,"65%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo VXT67 Mendozae,$94,"65%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo VXT81 Bluebell,$143,"75%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo VXT81 Eucalyptus,$134,"75%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo VXT81 Mendozae,$99,"75%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo VXT81 Retro,$124,"75%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo75 HE,$160,"75%,",Tray Mount,yes,yes,n/a,yes,"Wired,",no,no
Varmilo Minilo75 HE Mendozae,$160,"75%,",Plate Mount,yes,yes,n/a,yes,"Wired,",no,no
Varmilo Minilo98 Pro,$155,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Minilo98 Pro Star Sand,$149,"98%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,no
Varmilo Miya Pro Flare Star,$124,"60%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo Moonlight,$89,"80%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Muse 65 Asgard HE,$155,"65%,",Plate Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Varmilo Muse 65 Aurora HE,$145,"65%,",n/a,yes,no,Alu case,yes,"Wired,",no,no
Varmilo Muse65,$159,"65%,",n/a,yes,no,Alu case,yes,n/a,no,no
Varmilo Muse65 HE,$155,"65%,",Tray Mount,yes,yes,n/a,yes,"Wired,",no,no
Varmilo Muse65 HE Ariel,$155,"65%,",Plate Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Varmilo Muse65 HE Sakura,$155,"65%,",Plate Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Varmilo Muse65 HE Summit,$149,"65%,",Plate Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Varmilo Panda,$89,"80%,",Bottom Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo Panda V3,$161,"100%,",n/a,no,no,n/a,no,"Wired,",no,no
Varmilo Sakura R1,$155,"80%,",n/a,no,no,n/a,no,"Wired,",no,no
Varmilo Sakura R2,$89,"100%,",Top Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Sea Melody,$149,"100%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Varmilo Sword 2108 Flying Tigers,$399,"100%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 2108 Moonlight,$349,"100%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 2108 Pacific,$349,"100%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 2108 Twilight,$349,"100%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 2108 Warrior Soar,$399,"100%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 216 Flying Tigers Numpad,$80,n/a,Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 216 Moonlight Numpad,$70,n/a,Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 216 Pacific Numpad,$70,n/a,Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 216 Sakura Numpad,$67,n/a,Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 216 Twilight Numpad,$70,n/a,Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 249 Retro,$209,"60%,",Plate Mount,no,yes,"Alu case,",no,n/a,no,no
Varmilo Sword 268 Flying Tigers,$299,"65%,",Plate Mount,no,no,"Alu case,",no,"Wired,",no,no
Varmilo Sword 268 Moonlight,$289,"65%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 268 Pacific,$289,"65%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 268 Sakura R2,$309,"65%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 268 Twilight,$299,"65%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 287 Flying Tigers,$379,"80%,",Plate Mount,no,no,"Alu case,",no,"Wired,",no,no
Varmilo Sword 287 Moonlight,$339,"80%,",Plate Mount,no,no,"Alu case,",no,"Wired,",no,no
Varmilo Sword 287 Pacific,$339,"80%,",Plate Mount,no,no,"Alu case,",no,"Wired,",no,no
Varmilo Sword 287 Sakura R2,$339,"80%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword 287 Twilight,$339,"80%,",Plate Mount,no,no,"Alu case,",no,n/a,no,no
Varmilo Sword68,$199,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Varmilo Sword68 Ariel,$199,"65%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Varmilo Sword68 Classic,$134,"65%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Varmilo Sword68 Metal,$239,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Varmilo Sword68 Monet,$219,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Varmilo Sword68 Sakura,$219,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Varmilo VA Series V2,$119,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA Series V2 Aurora,$139,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Beijing Opera,$182,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 CMYK,$115,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Charcoal,$99,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA Series V2 Dreams,$122,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VA Series V2 Ink Rhyme,$94,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VA Series V2 Koi,$154,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Love Birds Yang I,$139,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Love Birds Yuan You,$139,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Moonlight,$115,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Panda R2,$119,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Sakura R1,$131,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Sakura Round 1,$109,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Sakura Round 2,$115,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Sea Melody,$119,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Summit R1,$139,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA Series V2 Summit R2,$159,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA Series V2 Summit Round 1,$114,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA Series V2 Warrior Soar,$143,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VA Series V2 Yakumo,$148,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VA100 Goddess Luo,$189,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Varmilo VA104C Calculator,$134,"100%,",Plate Mount,no,no,n/a,no,n/a,yes,no
Varmilo VA104S Loong II,$149,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA108M,$143,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VA108M Chicken Dinner,$129,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VA108M Football Soccer Brazil,$129,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA108M Jasmine,$149,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA108M Panda R2,$149,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VA80 Hygge,$159,"80%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Varmilo VA80 Hygge Nordic Theme,$179,"80%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Varmilo VA87 Panda V2,$143,"80%,",n/a,no,no,n/a,no,Wired,no,no
Varmilo VA87M,$126,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VA87M Chicken Dinner,$111,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Varmilo VB21M Beijing Opera Numpad,$44,n/a,Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VB21M Moonlight Numpad,$59,n/a,Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VB21M Sakura Round 1 Numpad,$52,n/a,Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VB21M Sea Melody Numpad,$44,n/a,Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VBS108V2/VBM108V2 Crane of Lure Series,$143,"100%,",n/a,no,no,n/a,no,"Wireless,",no,no
Varmilo VEA108 Panda R2,$160,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VEM108 Summit R1,$124,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VEM87 Summit R1,$109,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Varmilo VPE108 Aurora,$190,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Beijing Opera,$134,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 CMYK,$175,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Chang'e,$190,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Charcoal,$124,"100%,",Plate Mount,yes,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Dreams,$186,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Ink Rhyme,$155,"100%,",Plate Mount,yes,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Koi,$180,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Moonlight,$175,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Panda R2,$175,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Sea Melody,$180,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Summit R1,$195,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE108 Yakumo,$170,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Aurora,$149,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Varmilo VPE87 Beijing Opera,$160,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Varmilo VPE87 CMYK,$124,"80%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
